,Tweets,Tweets_duygu
243,ekonomik zorluk içindeki alman acentalar eylemlere devam ediyor ;,negatif
244,turizmi canlandırmak için vatandaşlara para verecekler;,negatif
245,koronavirüsün dünya turizmine olumsuz etkileri devam ederken dev şirketlerden iflas ve kapatma haberleri geliyor;,negatif
246,ntv de lü ve li şezlonglar yalnızca ailelere verilecek diye bir haber izledim az evvel garip değil mi sizce de insanların tatile kimlerle birlikte gideceğine karışmak gibi birşey bu ya yasaklarsın ya açarsın bir gariplik var bu pandemi düzenlemelerinde;,negatif
247,hollandalı gezgin youtuber van dan geçerse ne olur urartular elbette bir başkadır cana yakın ve misafirperverlikte yine kendini kanıtladı;,pozitif
248,abdullah tunçdemir den iran pazarı değerlendirmesi  ;,negatif
249, genel müdürü  emitt nin tanıtım faaliyetlerine katkısını anlattı;,pozitif
250,kızılay dan devlet hastanesine hijyen paketi desteği ;,pozitif
251,hem iş hem dostluk pandemi döneminde rafting ve turizm geleceğine dair aa anadoluajansi çekimlerimizin ardından keyf semaverdeçay keyfi doğa ;,pozitif
252,antalya belediye turizm kurumlar kişilerle yönetilmez akılla yönetilir akıl yoksa bugünlerin de gelip geçeceğini bilmeden havai fişek atıp çalgı çengi yapmayı bir maharet zanneder etrafında gerdan kırarsınız ;,negatif
253,ryanair halihazırda geniş bir bordro desteği alan lufthansa ya alman devletinin sağladığı milyar euro luk ek yardımı eleştirirken yardımın lufthansa nın almanya havacılık pazarında tekelleşmesine yol açacağını belirtti;,negatif
254,covid un turizm çalışanlarına en büyük etkisi ne oldu  ;,negatif
255,ekonomik anlamda önemli bir yeri olan turizmveotelcilik sektöründe dijital pazarlama çalışmaları nasıl olmalı    ;,pozitif
256,mak danışmanlık son verileri açıkladı sonuçlar çok vahim ;,negatif
257,türkiye kıyılarına yakın yunan adalarında faaliyet gösteren yat acente işletmecileri covid salgını tedbirleri kapsamında türkiye ile kapalı tutulan deniz yollarının yeniden açılmasını istiyor  ;,negatif
258,açılmadan biten bir sezon ülkeye seyahat izni veren başkenti tuerkiye liste de yer almadı böylelikle çoğunluk avrupabirligi ulkelerine destek vermiş oldu ;,negatif
259,yaz tatili planı yapanlar dikkat havuz mu yoksa deniz mi daha güvenli prof dr ceyhan uyardı yüzerken de mesafeyi korumak lazım ;,pozitif
260,koronavirüs sonrası otellerde neler değişti hızlı uyum sağlayan otellerdeki önlemler ;,pozitif
261,türkiye den vazgeçemediler iptal etmek yerine ertelediler;,negatif
262,plajlar yeni sezona hazırlanıyor ;,pozitif
263,sevmek için yürek sürdürmek için emek gerek ;,pozitif
264,turizm canlansın diye japonya da tatile çıkacaklara para desteği hep yokluktan bunlar ;,negatif
265,turizm i açıp insanları evdekal diyorlar ama ösym de sınavlara sokuyor turizm acilmasinin sebebi turizm bakaninin otelleri kapanirsa nolcak para kazansin demi diğer esnaflara ne olucak bazi insanlar ;,negatif
266,ingiltere den türkiye uçak seferleri için son dakika açıklaması ;,pozitif
267,bozcaada tutkunlarini üzecek haber ;,pozitif
268,avrupa da turizmi kurtarma adımı karantina uygulanmayacak avrupa ülkeleri turizm sezonunu kurtarmak için seyahat koridorları kurmaya hazırlanıyor;,negatif
269,sezon haziran başı itibariyle başlıyor tüm partnerlerimize güzel bir sezon diliyoruz ;,pozitif
270, bunca yalanı nerden çıkarttınız allah aşkına dogüturkıstanlı lar dönemeyecek haldeyken allah kahretsiz çin bunların yalan yalaka larına kulak asmayın;,negatif
271,yeni dönem satış stratejiniz hangi yönde olacak;,pozitif
272,nisan ayında sadece turist alabilen japonya turizm endüstrisini yeniden başlatmak için ziyaretçilerin yaptığı gezinin maliyetinin yarısına kadar finansman sağlamayı düşünüyor ;,negatif
273,turist rehberiyim hayat normale dönüyor ama biz boku avuçluyormuşuz gibi geliyor bakalım sonumuz ne olacak turizm;,negatif
274, devletimiz her yerde herköşeyi güvenli yaşanılır hale getiriyor pkk ya yaz kış göz açtırmayan mücadele veren askerimize polisimize bakanımız teşekkürler zapsuyu üzerinde muhteşem bir proje bittiğinde gidilir;,pozitif
275,turizm sektörü inşallah tamamen bitmez bizde zevkle giydiğimiz önlükleri atmayız ;,negatif
276,turizimciler hangi gerçeklikte yaşıyor karı koca iki kişi yıldız değil yıldızlı otel olsa bir hafta için tl kim odeyebiliyor abi ödeyenler elbette vardır bunu haberlere niye cikartiyorsunuz abi ;,negatif
277,plajda sigara içmek yasak olmuş sigara tiryakilerine en çok bu yasak koyacaktır ;,pozitif
278,turistlere uygulanan karantina sona eriyor;,pozitif
279,almanya ülkeye seyahat yasağını kaldırıyor ilk listede türkiye yok ;,negatif
280,japonya ülkeyi ziyaret eden turistlerin harcamalarının yarısını ödeyecek;,negatif
281,otobüs firmaları seferlere başlayacakları tarihi açıkladı;,pozitif
282,koronovirus pandemi sonrasında negatif ve pozitif anlamda öne çıkan sektörler ;,negatif
283,japonya turizm ajansı ekonomiyi canlandırmak için dev bir bütçe ayrıldığını açıkladı;,negatif
284,dünyanın en güvenli turizm destinasyonu yunanistan gibi görünüyor ;,pozitif
285,uluslararası hava taşımacılığı birliği iata yayınladığı analizde havayolu endüstrisinin global borcunun yıl sonuna kadar milyar dolara yükselebileceğini öngördü ;,negatif
286,kütahya çinili camii muhteşem görüntüsüyle sizleri bekliyor;,pozitif
287,yabancı turistler ne zaman gelecek ruslar bu sene türkiye de tatil yapabilecek mi ;,negatif
288,koronavirüs sonrası maceraseverler artacak tertemiz havasıyla dogasıyla binbir rengi ile yedigöller gidilmek için en uygun yerlerden bir tanesi ;,pozitif
289,alacaklısı adil üstündağ ın otelini basıp ölümle tehdit etti ;,negatif
290, faaliyet alanı nedir emitt nasıl bir katkı sağladı gelin tüm bu soruların yanıtlarını firmanın genel müdürü atilla mert ten dinleyelim;,pozitif
291,işte konyaaltı sahili nde uygulanacak normalleşme kuralları ;,pozitif
292, yılına yakın uzay turizm araçları geliştirecekler;,negatif
293,dünyaca ünlü sahilde sosyal mesafeli yeni düzen ;,pozitif
294,sağlık turizminden beklentimiz çok ;,negatif
295,güney amerika nın en büyük havayolu firması latam bazı iştirakleriyle birlikte yeniden yapılandırma süreci gerçekleştirmek için abd de ilgili mahkemeye iflas koruma başvurusu yaptı;,pozitif
296,acun ilicali rekorlari altüst etti dünya onu konuşuyor ;,negatif
297,almanya ülkeye seyahat yasağını kaldırıyor ;,negatif
298,konyaaltı sahilinde yeni kurallar belli oldu rastgele giriş tarihe karıştı tatilcileri ve halkı çok zorlayacak  ;,pozitif
299, arabası var liralık yardımın peşinden koşturuyor;,negatif
300,ne bayramı ne yasağı dinlediler ot biçme yüzünden silahla kavga ettiler ölü yaralı;,negatif
301,belediye kaş ilgili belediyelerin sosyal medya yönetimleri sıfır türkçe bilgileri zaten yok halka herhangi bir konuyu anlatma cevap verme gibi kaygıları yok zannedersiniz patagonya da patagonyalıların belediyeleri antalya ya keyif sürmek için gelmişler ;,negatif
302, otellerde nasil hijyen dezenfeksiyon ve misafir ağırlama olacak ;,pozitif
303,turizm sektörü koronavirüs sürecinde tüm paydaşlarıyla yazdı konuştu yayınladı ve önemli bir bilgi öneri havuzu oluşturdu bu süreci günümüz teknolojisi ile biraraya getirip bundan sonrasına fikir vermesi açısından değerlendirmek de iyi bir eylem olabilir ;,pozitif
304,salgından tüm ülkelere ağır fatura ;,negatif
305,tabiat parkındaki şelale de koronavirüs sessizliği;,pozitif
306,bakan kurum antalya da imara aykırı izinsiz yapı tespit edildi tümü yıkılacak;,negatif
307,rakiplerimiz nasıl normalleşiyor;,negatif
308,ahmet serdar körükçü planlarımızı mart ve sonrası için yapıyoruz;,negatif
309,zarina doguzov tüm çabamız vatandaşlarımızın yurt içinde tatil yapmasını sağlamak ;,negatif
310,ispanya temmuz itibariyle tatilcileri kabul etmeye başlayacak ;,pozitif
311,tse den sağlikli turizm belgesi turizm bakanlığı öncülüğünde sektör paydaşlarının iş birliğiyle sağlıklı turizm belgelendirme programı hazırlandı tse tarafından denetlenecek ve sağlıklı turizm belgesi verilecek ve kuruluşlar kültür ve turizm bakanlığı web sitesinden duyurulacak;,pozitif
312,sektör olarak enerji ve gayrımenkul girişimsermayeleri finans faktoring ile teknoloji ve turizm sektöründe hareketleri izleyelim ;,pozitif
313, rus turistin tatil tercihlerini açıkladı ;,negatif
314,bursa kalkışlı antalya olympos turumuza temmuz çarşamba gecesi ile birlikte başlıyoruz;,pozitif
315,almanya da devlete bağlı ekonomik istikrar fonu wsf lufthansa ile ilgili kurtarma paketini onayladı paket toplamı milyar euro yu bulan özkaynak girdisi hisse ortaklığı ve kredi içeriyor;,negatif
316,güzel günler yakın;,pozitif
317,turizm de yeniden açılım değerlendirmeleri için türkiye ve rakiplerin durumu ;,pozitif
318,rusya başbakanı ndan rus vatandaşlarına çağrı yurtdışı tatillerinizden vazgeçin rusya başbakanı mishustin vatandaşlarının yaz tatillerini evlerinde geçirmeleri gerektiğini söyledi ;,negatif
319,salgın ve turizm sektörü üzerine ;,negatif
320,yeninormal de turizm endüstrisine yönelik devlet teşvikleri ön görülen ulusal ve uluslararası turizm yatırımları ve küresel bazda geliştirilecek yeni iş birlikleri ve modelleri neler olacak mayıs salı günü saat da turizm tv youtube kanalı nda ;,pozitif
321,israil hava yolları yıl aradan sonra türkiye de uzun bir aradan sonra ilk kez bir israil hava yolları elal uçağı türkiye ye indi tourismmustsurvive ;,pozitif
322,belçika da bulunan fly time adlı turizm firmasının logo tasarlatma tercihi bizden yana oldu kendilerine teşekkür eder iyi çalışmalar dileriz ;,negatif
323,restoran ve turizm işletmeleri hijyen ve sosyalmesafe kurallarına uyarak açılmaya hazırlanıyor;,pozitif
324,herkes merak ediyordu işte böyle tatil yapacağız;,pozitif
325,ispanya temmuz ayında kapılarını turistlere açabilir   ;,pozitif
326,manavgat sahiline dokunma   turizm bakanı   lütfen çekin kirli ellerinizi;,negatif
327,restoran ve turizm işletmeleri belirlenen kurallar çerçevesinde açılacak  ;,negatif
328,birleşmiş milletlere bağlı dünya turizm örgütü unwto yılı verilerinin yer aldığı mayıs barometresi yayımlandı  ;,pozitif
329,turizmciler iç sezon için hazırlıklarını ve öngörülerini açıkladı;,pozitif
330,uzun zamandır planladığım turuzm videoları kanalımı açtım hepsi müziği görüntüsü ile özgün videolardır ;,pozitif
331, haziran da iç hat uçuşlarını başlatıyor  ;,pozitif
332, kaya demirer mehmet nane eresin pinar in katılımlarıyla turizmde yeni normalleri konuştuğumuz webinarı izlemek için turizm webinar;,pozitif
333,almanya türkiye ye yönelik seyahat uyarısını kaldıracak mı  ;,pozitif
334,    turizm motivasyon çalıştayında bu kez düğün festival     gastronomi turizmi stk başkanlarını bir araya getirdi ;,pozitif
335,tarihi öneme sahip bi kaç turistik yerlerde köylüler evlerini butikotel e çevimiş ineği koyunu satmış tarım a sırtını dönüp sapı samanı unutmuştu kovid bize turizm in uzun vadede karın doyurmayacağını öğreteli ay oldu ;,negatif
336,otel ve plajlarda covid a karşı alınması gereken önlemler nelerdir;,pozitif
337,borsa geleceği ılımlı mı ihracat ve turizm gelirlerinde salgın hastalığa bağlı olarak gözlenen düşüşe karşın emtia fiyatları ve ithalatın sınırlayıcı etkisiyle cari işlemler dengesinin yıl genelinde olımlı bir seyir izleyeceğini öngörüyorum ;,negatif
338,yıl turizm bakanlığı turistler için finlandiya dan tuvalet kağıtı ithal etti;,negatif
339,çavuşoğlu rusya almanya ve çeşitli ülkelerden turistleri charter uçuşlarla getirebiliriz;,pozitif
340,bu turizm sezonu böyle devam edecek;,pozitif
341,ulaştırma ve altyapı bakanı adil karaismailoğlu demiryolları ulaşımında normalleşme sürecinin başlatılacağını belirterek sürecin tedbirlerle birlikte yürütüleceğini söyledi turizm ulastırma yeninormal;,negatif
342,antalya türkiye belediye turizm yol artık yılan herkese dokunuyor herkesin canını yakacak allah a olan samimiyetimizi sorgulayıp yeniden tesis etmek zorundayız islam kuru bir bayram tebriği değildir allah adına yaşamasını öğrenmeliyiz ;,negatif
343,türkiye dünyada en çok ziyaretçi ağırlayan kaçıncı ülkesi ;,pozitif
344,ülkede gününü yaşadığımız salgında turizm bakanlığı turizm işletmelerine pandemiyle alakalı standartları hala yayınlamış bildirmiş değil buna rağmen insanlara turizm şu zaman başlar diyerek gaz veriyorlar bu yaz otel tatili yapanın aklına şaşarım;,negatif
345,ramazan bayramınız mübarek olsun sağlıklı güzel bayramlar dileriz ;,pozitif
346,turizm merkezlerinin plaj ve sahilleri sessiz kaldı ;,negatif
347,covid ile mücadelede tüm önlemlerimizi alıyoruz yakında güzel haberler paylaşacağız ;,pozitif
348,turizm deyince aklıma gelen güzel seyahatler canım italya amalfi kıyısı tekrar bu kalabalıkları görecek mi nasıl sessiz bir cumartesi evdekal alarak geçiriyoruz elbet ;,pozitif
349,sanatçılar tercih ediyordu ünlü otel corona nedeniyle iflas etti  ;,negatif
350,turizm  gelirlerinde iki basamak yükseldi dünya turizm örgütü yılı verilerine göre türkiye dünyanın en çok ziyaretçi ağırlayan ncı ülkesi oldu turizm gelirlerinde ise iki basamak daha yükselerek üncü sıraya yerleşti;,pozitif
351,dışişleribakanı mevlütçavuşoğlu dan turizm açıklaması ülkemizi bilen herkes gelmek istiyor ;,pozitif
352,cumhurbaşkanlığı sözcüsü ibrahim kalın turizm sektörünün haziran ortasında açılmasını bekliyoruz;,negatif
353,kıbrıs rum kesimi havaalanları yeniden açıldığında rus turistleri yasaklayacak;,negatif
354, yılında kurulmuş olan araç kiralama şirketi hertz covid salgınının yol açtığı ekonomik daralma nedeniyle amerika birleşik devletleri nde ilgili mahkemeye iflas koruma başvurusu yaptı ;,negatif
355,hastalığa tekrar kavuşmak için ülkeler arasındaki yarış başlıyor sanki ;,pozitif
356,ve spa araştırmaları enstitüsü pazar araştırma başkanı ulf sonntag tan çarpıcı tespitler ;,pozitif
357,arefe geldi bayram geliyor derken geldi çattı berber kuaför ve konfeksiyon sahiplerinin gazı alındığına göre bu ülkenin gerçek ekonomisini oluşturan turizm sektörüne sıra gelmiştir;,negatif
358,alman hükümeti milyar eura ile lufthansayı kurtardı;,pozitif
359,kültür ve turizm bakanlığı nisan ayı yabancı ziyaretçi istatistiklerini açıkladı;,negatif
360,gez ceylan bu dağlarda ;,pozitif
361,koronaya iyi gelen ilaç ölüm riskini de arttırıyor;,negatif
362,antalya belediye turizm de başarı bir otel sahibi veya yöneticisine bağlı değil deniz suyu sıcaklığına bağlı otel sahibi ve yöneticisi için ne acı bir durum ikisi de aslında hiç bu sektörde bir hiç olarak varlar ve ilginçtir ki var olmak için de çalışmıyorlar ;,negatif
363,türsab korona virüs salgını ardından uygulanacak yeni normal sürecini daha iyi anlamak ve sürdürülebilir çözüm önerileri geliştirmek amacıyla bir rapor hazırladı;,negatif
364,simav ilçemize bağlı olan gölcük yaylası sahip olduğu doğal güzelliklerle sizleri bekliyor plateau nature tourism welcomesyou ;,pozitif
365,bu yıl mavi bayraklı plaj sayıları antalya da ya muğla da e izmir de ye aydın da e balıkesir de e istanbul da ye samsun da da e yükseldi van ise denize kıyısı olmamasına rağmen mavi bayraklı plaja sahip olan tek il olarak kayda geçti;,pozitif
